submission_a,submission_b,assignment_id,code_a,code_b,token_similarity,line_similarity,length_similarity,structure_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label,semantic_similarity
sub_0042,sub_1038,assignment_004,"a = [13, 2, 45, 7, 1]

for i in range(len(a)):
    for j in range(i + 1, len(a)):
        if a[i] > a[j]:
            a[i], a[j] = a[j], a[i]

print(a)","data = [21, 11, 14, 3, 7]

for i in range(len(data)):
    swapped = False

    for j in range(len(data)-1-i):
        if data[j] > data[j+1]:
            temp = data[j]
            data[j] = data[j+1]
            data[j+1] = temp
            swapped = True

    if swapped == False:
        break

print(data)",0.4166666666666667,0.0,0.4886731391585761,0.7499925000749992,41,0.4599999999999999,0.84,11,86,0,0.9838781
sub_0042,sub_1039,assignment_004,"a = [13, 2, 45, 7, 1]

for i in range(len(a)):
    for j in range(i + 1, len(a)):
        if a[i] > a[j]:
            a[i], a[j] = a[j], a[i]

print(a)","mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            temp = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = temp

print(""Sorted elements are"")
print(mylist)",0.375,0.0,0.569811320754717,0.999986666844442,44,0.48,0.89,12,89,0,0.9890586
sub_0042,sub_1040,assignment_004,"a = [13, 2, 45, 7, 1]

for i in range(len(a)):
    for j in range(i + 1, len(a)):
        if a[i] > a[j]:
            a[i], a[j] = a[j], a[i]

print(a)","nums = [90, 40, 70, 10]

n = len(nums)

for i in range(n-1):
    for j in range(n-1):
        if nums[j] > nums[j+1]:
            nums[j], nums[j+1] = nums[j+1], nums[j]

print(""Sorted elements are"")
print(nums)",0.391304347826087,0.0,0.7156398104265402,0.999986666844442,48,0.52,0.92,13,92,0,0.99263054
sub_0043,sub_0044,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)",0.36,0.0,0.7181467181467182,0.999986666844442,5,0.1099999999999999,0.03,2,16,0,0.99192405
sub_0043,sub_1031,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)",0.3846153846153846,0.0,0.7953667953667953,0.999986666844442,59,0.3899999999999999,0.84,10,79,0,0.9974067
sub_0043,sub_1032,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)",0.2962962962962963,0.0,0.6602316602316602,0.999986666844442,55,0.43,0.89,12,82,0,0.9874861
sub_0043,sub_1033,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)",0.2592592592592592,0.0,0.9885496183206108,0.1999984000127999,46,0.3,0.72,8,70,0,0.99592716
sub_0043,sub_1034,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","numbers = [10, 2, 15, 6, 4]

i = 0

while i < len(numbers):
    j = 0

    while j < len(numbers)-1:
        if numbers[j] > numbers[j+1]:
            numbers[j], numbers[j+1] = numbers[j+1], numbers[j]

        j = j + 1

    i = i + 1

print(numbers)",0.2692307692307692,0.0,0.972972972972973,0.1999984000127999,50,0.36,0.79,9,75,0,0.9931764
sub_0043,sub_1035,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","arr = []

n = int(input(""Enter number of elements: ""))

for i in range(n):
    num = int(input())
    arr.append(num)

for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            temp = arr[j]
            arr[j] = arr[j+1]
            arr[j+1] = temp

print(arr)",0.3448275862068966,0.0,0.8839590443686007,0.7499925000749992,62,0.45,0.91,13,84,0,0.9947124
sub_0043,sub_1036,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","arr = []

n = int(input(""Enter size: ""))

for i in range(n):
    arr.append(int(input()))

for i in range(n):
    for j in range(n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]

print(""Sorted array:"", arr)",0.3846153846153846,0.0,0.9382239382239382,0.7499925000749992,57,0.41,0.86,11,81,0,0.98746777
sub_0043,sub_1037,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","data = [21, 11, 14, 3, 7]

for pass1 in range(len(data)):
    swap = False

    for k in range(len(data)-1-pass1):
        if data[k] > data[k+1]:
            data[k], data[k+1] = data[k+1], data[k]
            swap = True

    if swap == False:
        break

print(data)",0.2258064516129032,0.0,0.9522058823529412,0.7499925000749992,43,0.27,0.6699999999999999,7,66,0,0.9947882
sub_0043,sub_1038,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","data = [21, 11, 14, 3, 7]

for i in range(len(data)):
    swapped = False

    for j in range(len(data)-1-i):
        if data[j] > data[j+1]:
            temp = data[j]
            data[j] = data[j+1]
            data[j+1] = temp
            swapped = True

    if swapped == False:
        break

print(data)",0.3,0.0,0.8381877022653722,0.7499925000749992,51,0.3799999999999999,0.82,10,77,0,0.99466777
sub_0043,sub_1039,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            temp = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = temp

print(""Sorted elements are"")
print(mylist)",0.9,0.6666666666666666,0.9773584905660376,0.999986666844442,54,0.3999999999999999,0.87,11,80,0,0.99994004
sub_0043,sub_1040,assignment_004,"mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            t = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = t

print(""Sorted elements are"")
print(mylist)","nums = [90, 40, 70, 10]

n = len(nums)

for i in range(n-1):
    for j in range(n-1):
        if nums[j] > nums[j+1]:
            nums[j], nums[j+1] = nums[j+1], nums[j]

print(""Sorted elements are"")
print(nums)",0.85,0.2,0.8146718146718147,0.999986666844442,58,0.44,0.9,12,83,0,0.99365896
sub_0044,sub_1031,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)",0.5238095238095238,0.0,0.9029126213592232,0.999986666844442,64,0.2799999999999999,0.8099999999999999,8,63,0,0.9940164
sub_0044,sub_1032,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)",0.4090909090909091,0.0,0.9193548387096774,0.999986666844442,60,0.32,0.86,10,66,0,0.9938912
sub_0044,sub_1033,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)",0.3043478260869565,0.0,0.7099236641221374,0.1999984000127999,51,0.19,0.69,6,54,0,0.9879389
sub_0044,sub_1034,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","numbers = [10, 2, 15, 6, 4]

i = 0

while i < len(numbers):
    j = 0

    while j < len(numbers)-1:
        if numbers[j] > numbers[j+1]:
            numbers[j], numbers[j+1] = numbers[j+1], numbers[j]

        j = j + 1

    i = i + 1

print(numbers)",0.3181818181818182,0.0,0.7380952380952381,0.1999984000127999,55,0.25,0.76,7,59,0,0.99423844
sub_0044,sub_1035,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","arr = []

n = int(input(""Enter number of elements: ""))

for i in range(n):
    num = int(input())
    arr.append(num)

for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            temp = arr[j]
            arr[j] = arr[j+1]
            arr[j+1] = temp

print(arr)",0.3461538461538461,0.0588235294117647,0.6348122866894198,0.7499925000749992,67,0.34,0.88,11,68,0,0.98692787
sub_0044,sub_1036,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","arr = []

n = int(input(""Enter size: ""))

for i in range(n):
    arr.append(int(input()))

for i in range(n):
    for j in range(n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]

print(""Sorted array:"", arr)",0.391304347826087,0.0,0.7654320987654321,0.7499925000749992,62,0.3,0.83,9,65,0,0.98968816
sub_0044,sub_1037,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","data = [21, 11, 14, 3, 7]

for pass1 in range(len(data)):
    swap = False

    for k in range(len(data)-1-pass1):
        if data[k] > data[k+1]:
            data[k], data[k+1] = data[k+1], data[k]
            swap = True

    if swap == False:
        break

print(data)",0.3076923076923077,0.0,0.6838235294117647,0.7499925000749992,48,0.16,0.6399999999999999,5,50,0,0.9948579
sub_0044,sub_1038,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","data = [21, 11, 14, 3, 7]

for i in range(len(data)):
    swapped = False

    for j in range(len(data)-1-i):
        if data[j] > data[j+1]:
            temp = data[j]
            data[j] = data[j+1]
            data[j+1] = temp
            swapped = True

    if swapped == False:
        break

print(data)",0.4,0.0,0.6019417475728155,0.7499925000749992,56,0.2699999999999999,0.7899999999999999,8,61,0,0.98668927
sub_0044,sub_1039,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            temp = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = temp

print(""Sorted elements are"")
print(mylist)",0.36,0.0,0.7018867924528301,0.999986666844442,59,0.29,0.84,9,64,0,0.9917542
sub_0044,sub_1040,assignment_004,"arr = [3, 5, 1, 9, 2]

for i in range(len(arr)):
    min1 = arr[i]

    for j in range(i+1, len(arr)):
        if arr[i] > arr[j]:
            arr[i], arr[j] = arr[j], arr[i]

print(arr)","nums = [90, 40, 70, 10]

n = len(nums)

for i in range(n-1):
    for j in range(n-1):
        if nums[j] > nums[j+1]:
            nums[j], nums[j+1] = nums[j+1], nums[j]

print(""Sorted elements are"")
print(nums)",0.375,0.0,0.8815165876777251,0.999986666844442,63,0.33,0.87,10,67,0,0.9948766
sub_1031,sub_1032,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)",0.7368421052631579,0.0769230769230769,0.8300970873786407,0.999986666844442,4,0.04,0.05,2,3,1,0.992713
sub_1031,sub_1033,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)",0.3333333333333333,0.0,0.7862595419847328,0.1999984000127999,13,0.0899999999999999,0.12,2,9,1,0.99480236
sub_1031,sub_1034,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","numbers = [10, 2, 15, 6, 4]

i = 0

while i < len(numbers):
    j = 0

    while j < len(numbers)-1:
        if numbers[j] > numbers[j+1]:
            numbers[j], numbers[j+1] = numbers[j+1], numbers[j]

        j = j + 1

    i = i + 1

print(numbers)",0.2916666666666667,0.0,0.8174603174603174,0.1999984000127999,9,0.0299999999999999,0.0499999999999999,1,4,1,0.9949108
sub_1031,sub_1035,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","arr = []

n = int(input(""Enter number of elements: ""))

for i in range(n):
    num = int(input())
    arr.append(num)

for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            temp = arr[j]
            arr[j] = arr[j+1]
            arr[j+1] = temp

print(arr)",0.3214285714285714,0.0,0.7030716723549488,0.7499925000749992,3,0.06,0.07,3,5,1,0.99426925
sub_1031,sub_1036,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","arr = []

n = int(input(""Enter size: ""))

for i in range(n):
    arr.append(int(input()))

for i in range(n):
    for j in range(n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]

print(""Sorted array:"", arr)",0.36,0.0,0.8477366255144033,0.7499925000749992,2,0.02,0.02,1,2,1,0.9902612
sub_1031,sub_1037,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","data = [21, 11, 14, 3, 7]

for pass1 in range(len(data)):
    swap = False

    for k in range(len(data)-1-pass1):
        if data[k] > data[k+1]:
            data[k], data[k+1] = data[k+1], data[k]
            swap = True

    if swap == False:
        break

print(data)",0.3333333333333333,0.0,0.7573529411764706,0.7499925000749992,16,0.1199999999999999,0.17,3,13,1,0.9968533
sub_1031,sub_1038,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","data = [21, 11, 14, 3, 7]

for i in range(len(data)):
    swapped = False

    for j in range(len(data)-1-i):
        if data[j] > data[j+1]:
            temp = data[j]
            data[j] = data[j+1]
            data[j+1] = temp
            swapped = True

    if swapped == False:
        break

print(data)",0.48,0.0,0.6666666666666666,0.7499925000749992,8,0.01,0.02,0,2,1,0.9944591
sub_1031,sub_1039,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            temp = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = temp

print(""Sorted elements are"")
print(mylist)",0.44,0.0,0.7773584905660378,0.999986666844442,5,0.01,0.03,1,1,1,0.9972842
sub_1031,sub_1040,assignment_004,"a = [9, 7, 3, 1, 6]

for i in range(len(a)-1):
    for j in range(len(a)-1-i):
        if a[j] > a[j+1]:
            temp = a[j]
            a[j] = a[j+1]
            a[j+1] = temp

print(""Sorted List:"", a)","nums = [90, 40, 70, 10]

n = len(nums)

for i in range(n-1):
    for j in range(n-1):
        if nums[j] > nums[j+1]:
            nums[j], nums[j+1] = nums[j+1], nums[j]

print(""Sorted elements are"")
print(nums)",0.4,0.0,0.976303317535545,0.999986666844442,1,0.05,0.06,2,4,1,0.993736
sub_1032,sub_1033,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)",0.1923076923076923,0.0,0.6526717557251909,0.1999984000127999,9,0.13,0.17,4,12,1,0.98212695
sub_1032,sub_1034,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","numbers = [10, 2, 15, 6, 4]

i = 0

while i < len(numbers):
    j = 0

    while j < len(numbers)-1:
        if numbers[j] > numbers[j+1]:
            numbers[j], numbers[j+1] = numbers[j+1], numbers[j]

        j = j + 1

    i = i + 1

print(numbers)",0.2,0.0,0.6785714285714286,0.1999984000127999,5,0.0699999999999999,0.0999999999999999,3,7,1,0.99357843
sub_1032,sub_1035,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","arr = []

n = int(input(""Enter number of elements: ""))

for i in range(n):
    num = int(input())
    arr.append(num)

for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            temp = arr[j]
            arr[j] = arr[j+1]
            arr[j+1] = temp

print(arr)",0.2,0.0,0.5836177474402731,0.7499925000749992,7,0.02,0.02,1,2,1,0.98511577
sub_1032,sub_1036,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","arr = []

n = int(input(""Enter size: ""))

for i in range(n):
    arr.append(int(input()))

for i in range(n):
    for j in range(n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]

print(""Sorted array:"", arr)",0.2692307692307692,0.0,0.7037037037037037,0.7499925000749992,2,0.02,0.03,1,1,1,0.99414116
sub_1032,sub_1037,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","data = [21, 11, 14, 3, 7]

for pass1 in range(len(data)):
    swap = False

    for k in range(len(data)-1-pass1):
        if data[k] > data[k+1]:
            data[k], data[k+1] = data[k+1], data[k]
            swap = True

    if swap == False:
        break

print(data)",0.3461538461538461,0.0,0.6286764705882353,0.7499925000749992,12,0.1599999999999999,0.22,5,16,1,0.99219936
sub_1032,sub_1038,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","data = [21, 11, 14, 3, 7]

for i in range(len(data)):
    swapped = False

    for j in range(len(data)-1-i):
        if data[j] > data[j+1]:
            temp = data[j]
            data[j] = data[j+1]
            data[j+1] = temp
            swapped = True

    if swapped == False:
        break

print(data)",0.3333333333333333,0.0,0.5533980582524272,0.7499925000749992,4,0.05,0.07,2,5,1,0.97970176
sub_1032,sub_1039,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","mylist = [90, 40, 70, 10]

n = len(mylist)

for i in range(n-1):
    for j in range(n-1):
        if mylist[j] > mylist[j+1]:
            temp = mylist[j]
            mylist[j] = mylist[j+1]
            mylist[j+1] = temp

print(""Sorted elements are"")
print(mylist)",0.2962962962962963,0.0,0.6452830188679245,0.999986666844442,1,0.03,0.02,1,2,1,0.9871392
sub_1032,sub_1040,assignment_004,"a = [9, 7, 3, 1, 6]

for x in range(len(a)-1):
    for y in range(len(a)-1-x):
        if a[y] > a[y+1]:
            a[y], a[y+1] = a[y+1], a[y]

print(""Sorted List :"", a)","nums = [90, 40, 70, 10]

n = len(nums)

for i in range(n-1):
    for j in range(n-1):
        if nums[j] > nums[j+1]:
            nums[j], nums[j+1] = nums[j+1], nums[j]

print(""Sorted elements are"")
print(nums)",0.3076923076923077,0.0,0.8104265402843602,0.999986666844442,3,0.01,0.01,0,1,1,0.995219
sub_1033,sub_1034,assignment_004,"list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)","numbers = [10, 2, 15, 6, 4]

i = 0

while i < len(numbers):
    j = 0

    while j < len(numbers)-1:
        if numbers[j] > numbers[j+1]:
            numbers[j], numbers[j+1] = numbers[j+1], numbers[j]

        j = j + 1

    i = i + 1

print(numbers)",0.8125,0.1,0.9618320610687024,0.999986666844442,4,0.06,0.07,1,5,1,0.99330175
sub_1033,sub_1035,assignment_004,"list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)","arr = []

n = int(input(""Enter number of elements: ""))

for i in range(n):
    num = int(input())
    arr.append(num)

for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            temp = arr[j]
            arr[j] = arr[j+1]
            arr[j+1] = temp

print(arr)",0.25,0.0,0.89419795221843,0.1666655555629629,16,0.15,0.19,5,14,1,0.9927878
sub_1033,sub_1036,assignment_004,"list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)","arr = []

n = int(input(""Enter size: ""))

for i in range(n):
    arr.append(int(input()))

for i in range(n):
    for j in range(n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]

print(""Sorted array:"", arr)",0.1851851851851851,0.0,0.9274809160305344,0.1666655555629629,11,0.1099999999999999,0.14,3,11,1,0.9810828
sub_1033,sub_1037,assignment_004,"list1 = [10, 2, 15, 6, 4]

i = 0

while i < len(list1):
    j = 0

    while j < len(list1)-1:
        if list1[j] > list1[j+1]:
            temp = list1[j]
            list1[j] = list1[j+1]
            list1[j+1] = temp

        j += 1

    i += 1

print(list1)","data = [21, 11, 14, 3, 7]

for pass1 in range(len(data)):
    swap = False

    for k in range(len(data)-1-pass1):
        if data[k] > data[k+1]:
            data[k], data[k+1] = data[k+1], data[k]
            swap = True

    if swap == False:
        break

print(data)",0.1333333333333333,0.0,0.9632352941176472,0.1666655555629629,3,0.0299999999999999,0.05,1,4,1,0.99447864
